Images,Posted-by,air-conditioning,balcony,bathrooms,bedrooms,dishwasher,fridge,furnished,heat_added,hydro_added,lat,laundry_in_building,laundry_in_unit,location,long,move-in-date,parking,pet_limited,pet_yes,postal_code,price,product-link-href,size,smoking_outdoors,smoking_yes,sublocality,title,type,water_added,wifi_cable,wifi_internet,yard
6.0,590 Outremont,1,0,1.0,1.0,1,0,0,0,0,45.5189694,1,1,"590 Outremont 590 Avenue Outremont, Montreal, QC, H2V 1W2",-73.6092378,13-Jun-22,0,0,0,H2V 3M6,1450.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-months-free-renovated-apartment-in-outremont-id-2107/1619866335,394,0,0,Outremont,2 months free* renovated apartment in Outremont - ID 2107,Apartment,1,0,0,0
5.0,Fab,1,1,1.0,1.0,0,0,0,0,0,45.6151537,0,0,"Boulevard Henri-Bourassa Est, Montreal, QC",-73.5963296,01-Jul-22,0,0,0,,1000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer-appartment-for-rent/1620193520,1000,0,1,,Logement à louer - Appartment for rent,Apartment,0,0,0,0
7.0,Madie,0,1,1.0,1.0,0,1,1,0,0,45.3610288,1,0,"Châteauguay, QC J6J 3N3",-73.72824829999999,01-Jul-22,1,0,0,J6J 3N3,1050.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-meuble-a-louer-a-chateauguay-centre-ville/1621078509,1,1,0,,3 1/2  Meublé - A louer à Chateauguay Centre-Ville,Apartment,1,0,0,0
7.0,Ahmed,0,1,1.0,3.0,1,1,0,0,0,45.5210803,1,1,"4616 Boul. Saint-Laurent, Montréal, QC H2T 1R3, Canada",-73.5887386,01-Jul-22,0,0,0,H2T 1R3,1650.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-4-1-2-near-mount-royal-small-51-2/1621055071,1000,1,0,Le Plateau-Mont-Royal,Renovated 4 1/2 near Mount Royal(small 51/2),Apartment,1,0,0,0
7.0,Audrée Chevrette,1,1,1.0,2.0,0,0,0,0,0,45.6382687,0,0,"701 7e Avenue, Pointe-aux-Trembles, QC",-73.49431799999999,01-Jul-22,1,0,0,H1B 4J2,1400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-style-condo-1-stat-exterieur/1621138550,986,0,1,Riviere-des-Prairies—Pointe-aux-Trembles,4 1/2 Style Condo - 1 stat exterieur,Apartment,0,0,0,0
16.0,SAM ESSAMADI,0,0,1.0,1.5,0,1,0,0,0,45.54456589999999,0,1,"Montréal, QC H3L 2X6",-73.6622671,01-Jun-22,0,0,0,H3L 2X6,850.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-sauve-3-1-2-renove-calme-et-securitaire/1620870799,340,0,0,Ahuntsic-Cartierville,Metro Sauve 3 1/2 renove calme et securitaire,Apartment,0,0,0,0
7.0,Manmeet Singh Rattan,0,1,1.0,1.0,0,0,0,1,0,45.4800773,1,0,"Av. Clanranald, Montreal, QC H3X 2S2",-73.6291793,01-Jul-22,0,0,0,H3X 2S2,995.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-for-rent-near-snowdon-metro-wi-fi-included/1620140127,700,1,0,,3 1/2 for rent near Snowdon metro - Wi-fi included,Apartment,1,0,1,0
,Alain,0,0,1.0,0.0,0,1,0,0,0,45.4820407,1,0,"Dollard-Des Ormeaux, QC H9B 3B4",-73.8155499,01-Jul-22,0,0,0,H9B 3B4,680.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-2-1-2/1621153446,300,1,0,,APPARTEMENT À LOUER 2 1/2,Apartment,0,0,0,1
7.0,Simo,0,1,1.5,2.0,0,1,0,0,0,45.53918609999999,0,1,"5110 Rue Parthenais, Montréal, QC H2H 2H3, Canada",-73.577776,01-Jul-22,0,0,0,H2H 2H3,1455.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-plateau-mont-royal/1619637892,700,1,0,Le Plateau-Mont-Royal,4 1/2 Plateau Mont-Royal,Apartment,1,0,0,1
7.0,Bobby,0,0,1.0,2.0,0,0,0,0,0,45.5451776,0,0,"Rue Letellier, Montréal, QC H3M 2Z9, Canada",-73.6985216,09-Jun-22,0,0,0,H3M 2Z9,1225.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-for-rent-ahuntsic-gouin/1620694695,750,0,0,Ahuntsic-Cartierville,4.5 for rent Ahuntsic/Gouin,Apartment,0,0,0,0
7.0,David,0,1,1.0,4.0,0,0,0,0,0,45.5483134,0,0,"7603 Lanaudiere Street, Montréal, QC",-73.6165951,01-Jul-22,0,0,0,H2E 1Y5,1525.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-6-1-2-renove-villeray-1-mois-gratuit/1620988060,1000,1,0,Villeray—Saint-Michel—Parc-Extension,Grand 6-1/2 Rénové Villeray (1 MOIS GRATUIT),Apartment,1,0,0,1
,Kijiji User,1,1,1.0,1.0,0,1,1,1,1,45.4264833,1,1,"H8N 2G4, Canada",-73.6232374,05-Jun-22,0,0,0,H8N 2G4,475.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-for-rent/1620036887,3,0,0,Lasalle,Apartment for rent,Apartment,1,1,1,1
7.0,Kijiji User,1,0,1.0,2.0,1,1,0,1,0,45.4592573,0,1,"H9R 0B8, Canada",-73.8114952,01-Jul-22,1,0,0,H9R,2200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-beds-1-bath-indoor-parking/1616954593,1060,1,0,,"2 Beds, 1 Bath, Indoor Parking",Condo,1,0,0,1
3.0,Shayne,1,1,1.0,2.5,1,1,0,0,0,45.4761393,0,1,"621 Rue Sainte-Marguerite, Montréal, QC H4C 2X3, Canada",-73.5879784,01-Jul-22,0,0,0,H4C 2X3,1850.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bright-renovated-4-1-2-in-st-henri/1619443391,700,0,0,Le Sud-Ouest,Bright Renovated 4 1/2 in St Henri,Apartment,0,0,0,0
7.0,Sara Deull,1,0,1.5,2.5,0,0,1,0,0,45.4812693,0,1,"Rue de la Congrégation, Montréal, QC H3K, Canada",-73.5560791,30-Jun-22,0,0,0,H3K,3200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-sur-deux-etages-two-story-house-for-rent/1620990635,1000,0,0,Le Sud-Ouest,Maison sur deux étages. Two story house for rent,Townhouse,0,0,0,1
6.0,Gestion Forest Hill Inc.,0,1,1.0,1.0,0,1,0,1,0,45.49486460000001,1,0,"3210 Forest Hill, Montreal, QC, H3V 1C8",-73.60753640000001,01-Jun-22,0,0,0,H3V 1C7,1325.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-cdn-adj-1-bedroom-centre-ville-westmount-downtown/1601728972,620,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,"3 1/2,CDN,Adj,1,bedroom, Centre Ville Westmount,Downtown",Apartment,1,0,0,0
17.0,8500 VIAU,1,1,1.5,2.0,1,1,0,0,0,45.5819745,0,1,"8500 , BOUL. VIAU, ST-LÉONARD, QC, H1R 2T7",-73.6033728,01-May-21,0,0,0,H1R 0E4,1595.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/st-leonard-condo-4-5-louez-des-maintenant/1601183597,764,1,0,Saint-Léonard,"ST-LÉONARD, CONDO 4.5 LOUEZ DÉS MAINTENANT",Condo,1,0,0,0
7.0,domingo lopes,1,1,1.0,2.5,1,1,1,1,1,45.51504,0,1,"3468 Avenue de Hôtel-de-Ville, Montréal, QC",-73.5698297,01-Aug-22,0,0,0,H2X 3B4,2400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-furnished-and-equiped-beautifully-decorated/1619017576,1000,1,0,Le Plateau-Mont-Royal,Fully furnished and equiped. Beautifully decorated.,Apartment,1,1,1,0
,3421 Rue Drummond,0,1,1.0,2.0,1,1,0,1,0,45.5010527,1,0,"3421 Rue Drummond, Montreal, QC, H3G 1X7",-73.5786092,07-Jul-22,0,0,0,H3G 1X7,2295.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/two-bedrooms-one-bathroom-id-974/1621149949,950,0,0,Ville-Marie,two bedrooms one bathroom - ID 974,Apartment,1,0,0,0
4.0,Kijiji User,1,1,1.0,1.0,1,1,1,0,1,45.5132931,0,1,"Montreal, QC H2X",-73.56940139999999,01-Jul-22,0,0,0,H2X,1450.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superior-condo-for-rent-1450-month/1621027306,600,1,0,,superior condo for rent $1450/month,Condo,1,0,0,0
3.0,Kijiji User,0,1,1.0,0.0,0,1,0,1,0,45.54741860000001,1,0,"8655 Rue Foucher, Montréal, QC H2P 2C4, Canada",-73.6361848,01-Aug-21,0,0,0,H2P 2C4,800.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartment-2-1-2-for-rent/1378017496,550,0,0,Villeray—Saint-Michel—Parc-Extension,appartment  2- 1/2 for rent,Apartment,1,0,0,0
7.0,Nat,0,1,1.0,1.5,0,1,1,0,0,45.54355839999999,0,1,"Montréal, QC H1W",-73.54482829999999,01-Jul-22,0,0,0,H1W,1200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacieux-3-1-2-meuble-metro-joliette-homa-1er-juil-1200-mois/1613015455,800,0,0,,"Spacieux 3 1/2 meublé, Métro Joliette,HOMA,1er juil.1200$/mois",Apartment,1,0,0,1
8.0,1587 Rue Cartier,0,1,1.0,3.0,1,1,0,0,0,45.52429799999999,1,1,"1587 Rue Cartier, Montréal, QC, H2K 4E1",-73.5536403,06-Jun-22,0,0,0,H2K 4E1,1690.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ville-marie-superbe-5-1-2-renove-au-3e-etage-metro-papineau/1620293309,1000,1,0,Ville-Marie,Ville-Marie - Superbe 5 1/2 Rénové au 3e Étage - Métro Papineau,Apartment,1,0,0,0
7.0,Kijiji User,0,1,2.0,2.0,0,0,0,0,0,45.5340327,0,0,"10200 Boulevard de l'Acadie, Montreal, QC",-73.67340399999999,01-Jul-22,1,0,0,H4N 0C1,1800.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-grand-4-avec-garage-sur-boul-de-l-acadie/1611388112,1191,0,0,Ahuntsic-Cartierville,Very large 4½ with garage on boul. of Acadia,Apartment,0,0,0,0
,Hi-Rise 4,0,1,1.0,1.0,0,1,0,1,0,45.4538297,1,0,"700 rue de Gaspé, Verdun, QC, H3E 1H2",-73.5477307,01-Aug-22,0,0,0,H3E 1H2,1279.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-a-louer-iles-des-soeurs-nuns-island-700-rue-de-gaspe/1595944749,630,0,1,Verdun,3.5 à louer Iles des Soeurs/Nun's Island - 700 rue de Gaspé,Apartment,1,0,0,0
2.0,raymond,0,1,1.0,1.5,0,1,0,1,0,45.4951393,1,0,"3950 Ave Saint-Kevin, Montreal, QC H3T 1H9, Canada",-73.6271837,01-Jul-22,0,0,0,H3T 1H9,780.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-21-2-apartments-adjacent-outremont/1619136483,800,1,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,Beautiful 21/2 apartments adjacent Outremont,Apartment,1,0,0,1
7.0,Kijiji User,0,1,1.0,3.0,0,1,0,0,0,45.4487327,0,1,"Boulevard Pine Beach, Dorval, QC",-73.763628,01-Jul-22,2,0,0,,2350.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-beds-1-baths-for-rent/1620421034,3200,1,0,,3 Beds 1 Baths For Rent,House,0,0,0,1
,Le V,1,0,1.0,1.0,1,1,0,1,1,45.50552560000001,0,1,"360 Boulevard René-Lévesque Ouest, Montreal, QC, H2Z 0A7",-73.56417809999999,15-Jul-22,0,0,0,H2Z 0A6,1795.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-v:-appartements-3-1-2-modernes-a-louer-au-centre-ville/1530290749,635,0,0,Ville-Marie,Le V: Appartements 3 1/2 modernes à louer au Centre-Ville,Apartment,1,0,0,0
4.0,Mahdi,0,1,1.0,1.0,1,1,0,0,0,45.5869521,1,0,"3285 Boulevard Gouin Est, Montréal-Nord, QC",-73.6522176,07-Jun-22,0,0,0,H1H 5N8,1030.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-au-bord-de-leau-3285-boul-gouin-est/1620414488,700,1,0,Montréal-Nord,3 1/2 au bord de l'eau 3285 boul gouin est,Apartment,1,0,0,0
7.0,Kijiji User,0,1,1.0,2.5,0,0,0,0,0,45.488099,0,0,"Rue Viger, L'Île-Bizard, QC",-73.8751099,01-Jul-22,1,0,0,H9C,990.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-apartment-for-rent-in-l-ile-bizard/1619706525,990,1,0,L'Île-Bizard—Sainte-Geneviève,4.5 apartment for rent in L’ile-Bizard,Apartment,1,0,0,0
7.0,Rosy,0,1,1.0,2.0,0,0,0,0,0,45.5723773,0,1,"Rosemont-La Petite-Patrie, Montreal, QC H1T 2X8",-73.57290499999999,01-Jul-22,0,0,0,H1T 2X8,1050.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-renove-a-rosemont/1619779766,650,1,0,Rosemont—La Petite-Patrie,4 1/2 renove a Rosemont,Apartment,0,0,0,0
7.0,Kijiji User,0,1,1.0,2.5,0,1,0,1,0,45.523035,0,1,"Montréal, QC H2T 1J7",-73.5900964,01-Jul-22,0,0,0,H2T 1J7,1850.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-5-1-2-2ch-chauffage-inclus/1620265071,650,1,0,Le Plateau-Mont-Royal,"Appartement à louer 5 1/2 (2ch.), chauffage inclus!",Apartment,1,0,0,0
,fa,0,0,1.0,0.0,0,0,0,0,0,45.587159,0,0,"4020 Rue Émery, Montréal-Nord, QC",-73.634998,01-Jul-22,0,0,0,H1H 2N1,560.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-a-louer/1619877236,1200,0,0,Montréal-Nord,2 1/2 a louer,Apartment,0,0,0,1
7.0,Yelena Mustayeva,0,1,1.0,1.0,0,1,0,0,0,45.4980571,1,0,"3400 Edouard Montpetit Boulevard, Montreal, QC",-73.6232161,01-Jul-22,0,0,0,H3T 1K5,1150.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-31-2-cdn-metro/1615770901,800,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,"Renovated 31/2, CDN metro.",Apartment,1,0,0,0
6.0,Catherine,0,1,2.0,3.5,1,1,0,0,0,45.5769554,0,1,"H1T 2P2, Canada",-73.5731416,01-Jul-22,2,0,0,H1T 2P2,2100.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-entierement-renove-rosemont/1619823052,1500,0,0,Rosemont—La Petite-Patrie,"5 1/2 entièrement rénové, Rosemont",Apartment,0,0,0,1
5.0,Kijiji User,0,1,1.0,2.0,0,1,1,0,0,45.6058591,0,1,"Sherbrooke Street East, Montréal, QC",-73.5294058,01-Jul-22,0,0,0,,1375.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-mont-royal-face-au-parc/1615888195,800,0,1,,Plateau Mont Royal face au parc,Apartment,0,0,0,0
4.0,Kijiji User,1,1,1.0,2.0,0,1,1,1,1,45.4691763,1,0,"Montreal, QC H4V 2M7",-73.6481677,01-Jul-22,0,0,0,H4V 2M7,1080.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-4-1-2-ndg-1080-promotion-all-included-1st-year/1620776134,995,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,Superbe 4 1/2 NDG 1080$ Promotion * All Included 1st YEAR*,Apartment,1,0,1,0
6.0,Michael,1,0,1.0,1.0,0,1,0,0,0,45.5610051,1,0,"5960 Boulevard Pie-IX, Montréal, QC",-73.5752214,01-Jul-22,0,0,0,H1X 2C2,1035.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-semi-meuble-demi-sous-sol-internet-et-air-climatise-inc/1619341539,750,1,0,Rosemont—La Petite-Patrie,"3 1/2 semi-meublé, demi-sous-sol, internet et air climatisé inc.",Apartment,0,0,1,0
,218 REDFERN,0,0,1.0,2.0,0,1,0,1,0,45.4832501,1,0,"218 Avenue Redfern, Westmount, QC, H3Z 2G3",-73.5911849,,0,0,0,H3Z 2G3,1350.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-1-sdb-westmount-1-350-mo/1619808897,651,0,0,,"2 CH - 1 SDB - Westmount - $1,350 /mo",Apartment,1,0,0,0
7.0,Kijiji User,1,1,1.0,2.0,1,0,0,0,0,45.44097989999999,0,1,"Lachine, QC H8S 2T9",-73.6670018,01-Jul-22,1,0,0,H8S 2T9,1450.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-grand-4-2-chambres-fermees-lachine-1er-juillet/1620987098,800,1,0,Lachine,Beau & Grand 4½ **2 CHAMBRES FERMÉES** LACHINE!! 1er juillet,Apartment,0,0,0,1
,Gurwinder Singh Ghumaan,0,1,1.0,2.0,0,1,1,0,0,45.4634084,0,0,"7210 Chem. de la Côte-Saint-Luc, Montréal, QC H4V 3A2, Canada",-73.6549826,01-Jul-22,3,0,0,H4V 3A2,750.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/basement-for-rent-750-electricity-available-from-july-1-st/1619879192,1400,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,Basement for rent 750$ + Electricity available from july 1 st,Basement,0,0,0,1
15.0,"LES IMMEUBLES BRO-MAR INC,",0,1,1.0,2.0,0,0,0,0,0,45.5474507,0,0,"7040 Rue Cartier, Montréal, QC",-73.604366,01-Jul-22,0,0,0,H2E 2J1,1000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-rue-cartier-montreal-appartement-logement-a-louer-metro/1619521357,1000,1,0,Villeray—Saint-Michel—Parc-Extension,"4-1/2-RUE CARTIER,MONTRÉAL,APPARTEMENT,LOGEMENT À LOUER - Metro",Apartment,0,0,0,0
6.0,Kijiji User,0,1,1.0,3.0,0,0,0,0,0,45.5927123,0,0,"Rue Tellier, Montréal, QC",-73.5185301,01-Jul-22,0,0,0,,1350.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-a-louer/1620257420,1200,1,0,Mercier-Hochelaga-Maisonneuve,5 1/2 à louer,Apartment,0,0,0,0
,4870 Queen Mary Road,0,1,1.0,2.0,0,1,0,0,0,45.4874787,1,0,"4870 Queen Mary Road, Montreal, QC, H3W 1W9",-73.6255812,01-Jul-22,0,0,0,H3W 1W9,1195.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-4-5-for-july-1-snowdon-near-hec-udem-id-2142/1620706391,1000,0,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,"spacious 4.5 for July 1, Snowdon, near HEC,UdeM - ID 2142",Apartment,1,0,0,0
2.0,Kijiji User,0,1,1.0,1.0,0,0,0,0,0,45.5384351,0,0,"1650 Rue des Carrières, Montréal, QC H2G 1V8, Canada",-73.5879855,01-Jul-22,0,0,0,H2G 1V8,760.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apparemment-3et-demie-villeray/1620252726,12345,1,0,Rosemont—La Petite-Patrie,Apparemment 3et demie villeray,Apartment,0,0,0,0
13.0,Hi-Rise 1,0,1,1.0,1.0,0,1,0,1,0,45.4582667,1,0,"201 rue Corot, Verdun, QC, H3E 1C4",-73.5419714,01-Nov-22,0,0,0,H3E 1C4,1479.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-a-louer-iles-des-soeurs-nuns-island-201-rue-corot-prime/1619807093,600,0,1,Verdun,3.5 à louer Iles des Soeurs/Nun's Island - 201 rue Corot *Prime*,Apartment,1,0,0,0
7.0,Sujeeth,1,1,1.0,2.0,1,1,0,0,0,45.4641461,0,1,"5450 Rue Hadley, Montréal, QC H4E 3M3, Canada",-73.5921796,30-Jun-22,0,0,0,H4E 3M3,1600.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-2b-1bath-corner-unit-for-rent-belle-unite-de-coin-2b/1620984053,902,0,0,Le Sud-Ouest,Beautiful 2b/1bath corner unit for rent/Belle unité de coin 2b,Condo,0,0,0,0
,Asher Gabriel,0,0,1.0,0.0,0,0,0,1,1,45.6524306,1,0,"Montreal, QC H1A 0A1",-73.5012086,01-Nov-22,0,0,0,H1A 0A1,750.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/iso-bachelor-apartment/1620587120,650,0,0,Riviere-des-Prairies—Pointe-aux-Trembles,Wanted: ISO Bachelor Apartment,Apartment,1,0,1,0
6.0,SMLocation,1,1,1.0,2.0,1,1,1,1,1,45.5183229,0,1,"Boul Henri-Bourassa O, Montréal, QC, Canada",-73.7150269,03-Jul-22,3,0,0,,2200.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-rent-4-1-2-short-term-furnished-internet-tv/1560889914,860,1,0,,"FOR RENT, 4 1/2, SHORT TERM, FURNISHED , INTERNET, TV",Condo,1,1,1,0
8.0,Kijiji User,1,0,2.0,2.0,1,1,0,0,0,45.496042,0,1,"1750 cedar, Montreal, QC, H3G 1A3",-73.5905051,01-Oct-22,1,0,0,H3G 1A3,2663.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-for-to-rent-2-bedrooms-2-bathrooms-townhouse/1601491275,1280,0,0,Ville-Marie,"Downtown,For,to,rent,2,bedrooms,2,bathrooms,townhouse",Apartment,1,0,0,0
,Kijiji User,1,1,1.0,3.0,0,0,0,1,0,45.5688516,0,0,"Montréal, QC H1Z 2P1",-73.6390136,01-Jul-22,0,0,0,H1Z 2P1,1000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/secteur-st-michel-grand-5-1-2-entierement-renove-en-2020/1620538217,800,1,0,Villeray—Saint-Michel—Parc-Extension,"Secteur St-Michel, grand 5 1/2 entièrement rénové en 2020",Apartment,0,0,0,0
7.0,Kathy,1,1,1.5,3.0,1,1,0,0,0,45.4861677,0,1,"Montreal, QC H3J 2M7",-73.575142,01-Jul-22,1,0,0,H3J 2M7,2400.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-house-in-little-burgundy-for-lease-transfer-sublet/1620162233,1600,1,0,Southwest,Beautiful house in Little Burgundy for lease transfer/sublet,House,0,0,0,1
6.0,Alexandre leprohon,1,1,2.0,3.0,1,1,0,0,0,45.4673095,0,1,"4925 Rue des Érables, Montréal, QC H9J 0A2, Canada",-73.8768336,01-Jul-22,1,0,0,H9J 0A2,1705.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-5-1-2-a-louer-1-juillet/1619836359,1200,1,0,Pierrefonds-Roxboro,Condo 5 1/2 à louer 1 juillet,Condo,1,0,0,0
4.0,Téo,0,0,1.0,2.5,0,0,0,0,0,45.5235919,0,1,"Montreal, QC H2T 2G4",-73.58437599999999,01-Jul-22,0,0,0,H2T 2G4,1650.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-rdc-sur-drolet-coin-gilford/1618360854,850,1,0,Le Plateau-Mont-Royal,4 1/2 RDC sur Drolet coin Gilford,Apartment,0,0,0,1
7.0,Kijiji User,1,1,1.0,2.0,0,0,0,0,0,45.4228865,0,0,"Lasalle, QC H8P 3J7",-73.6069833,01-Jul-22,0,0,0,H8P 3J7,850.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-for-rent-lasalle-qc/1621169475,900,1,0,Lasalle,"4 1/2 for rent - LaSalle, QC",Apartment,0,0,0,0
3.0,Kijiji User,0,0,1.0,2.5,0,0,0,0,0,45.5222842,0,0,"H2L 2B3, Canada",-73.5549831,01-Jul-22,0,0,0,H2L 2B3,990.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-a-louer-dans-le-village/1619779022,600,1,0,Ville-Marie,4”1/2 à louer dans le Village,Apartment,0,0,0,0
7.0,Marie-Eve Rancourt,1,1,2.0,3.0,1,1,0,0,0,45.5012727,0,1,"Avenue de Kent, Montreal, QC",-73.6330853,30-Jun-22,2,0,0,,2840.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/very-spacious-and-bright-renovated-apartment-one-month-free/1619761953,1710,1,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,Very spacious and bright renovated apartment - One month free!,Apartment,0,0,0,1
15.0,Kijiji User,1,1,2.5,4.0,1,1,1,0,0,45.5413274,0,1,"Montreal, QC H2P 2J9",-73.6319378,01-Jun-22,1,0,0,H2P 2J9,2545.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-renove-2-etages-villeray-huge-marche-jean-talon-2-4-ch/1621096212,1600,1,0,Villeray—Saint-Michel—Parc-Extension,Grand Rénové 2 étages Villeray Huge Marché Jean-Talon 2-4 Ch,Apartment,0,0,0,1
7.0,Kijiji User,1,0,1.0,1.5,1,1,0,0,0,45.4747367,0,1,"2013 Avenue de Vendôme, Montreal, QC H4A 3M4",-73.60415600000002,31-May-22,0,0,0,H4A 3M4,1490.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-westmount-vendome-metro-4-1490-m-etat-impeccable/1617902480,950,1,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,NDG Westmount / Vendome metro (4 ½) $1490/m - État impeccable.,Basement,0,0,0,1
,Le Mistral,1,0,1.0,1.0,1,0,0,1,1,45.550083,0,0,"1121 rue Mistral, Montreal, QC, H2P 2X7",-73.62710179999999,31-Aug-22,0,0,0,H2P 2X7,1299.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-mistral:-apartment-for-rent-in-villeray/1604108178,460,0,0,Villeray—Saint-Michel—Parc-Extension,Le Mistral: Apartment for rent in Villeray,Apartment,1,0,0,0
7.0,Kijiji User,1,1,1.0,1.5,1,1,0,0,0,45.47897529999999,1,1,"2727 Rue Saint-Patrick, Montréal, QC H3K 0A8, Canada",-73.5730018,01-Jun-22,0,0,0,H3K 0A8,1995.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/sud-ouest-marche-atwater-directement-sur-canal-lachine/1616268733,770,1,0,Le Sud-Ouest,Sud-Ouest/Marche Atwater/Directement sur canal Lachine,Condo,1,0,0,0
3.0,Sasha,0,1,1.0,0.0,0,0,0,1,1,45.5287032,1,0,"5161 Rue Berri, Montreal, QC",-73.5893778,01-Jul-22,0,0,0,H2J 2S4,780.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/pending-studio-a-louer-1er-juillet-780-tout-inclus/1620364560,400,0,0,Le Plateau-Mont-Royal,"PENDING Studio à louer - 1er Juillet, 780$ tout inclus",Apartment,1,0,0,0
7.0,John,1,1,1.0,1.0,0,1,0,0,0,45.5026511,1,0,"Rue De La Gauchetière O, Montréal, QC, Canada",-73.563864,30-Jun-22,0,0,0,,1000.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/transfert-de-bail-du-1er-juillet-au-30-sept-et-renouvellement/1615908255,624,1,0,Ville-Marie,transfert de bail du 1er juillet au 30 sept et renouvellement,Apartment,1,0,0,0
2.0,Joseph,0,1,1.0,0.0,0,0,0,1,0,45.45914339999999,1,0,"2354 Avenue Mariette, Montreal, QC",-73.6321725,01-Jun-22,0,0,0,H4B 2E6,750.0,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-a-louer/1620322515,450,1,0,Côte-Des-Neiges—Notre-Dame-De-Grâce,Studio  a  louer,Apartment,1,0,0,0
